id,nama_calon,nama_wakil_calon,qwords
136,"WILLEM MAMBRASAR, S.Sos., MM.",Hi. MOH. NASIB BARIA,"info pasangan calon WILLEM MAMBRASAR, S.Sos., MM. Hi. MOH. NASIB BARIA"
1113,"DR. ARTEMAS MAMBRISAUW, S.Sos., M.Si","MUHAMMAD JUFRI MACAP, S.Pt, M.Si","info pasangan calon DR. ARTEMAS MAMBRISAUW, S.Sos., M.Si MUHAMMAD JUFRI MACAP, S.Pt, M.Si"
1114,"Drs. FERDINAND DIMARA, M.Si.",ABUSALEH ALQADRI,"info pasangan calon Drs. FERDINAND DIMARA, M.Si. ABUSALEH ALQADRI"
1128,ANOM CHAN,JONI,info pasangan calon ANOM CHAN JONI
296,"IR. ALRULLAH JAMBAK, MM","HERI PURWANTO, SH","info pasangan calon IR. ALRULLAH JAMBAK, MM HERI PURWANTO, SH"
1130,"JHON FERIANTO, S.SOS. MM","BAMBANG H, AP. MM","info pasangan calon JHON FERIANTO, S.SOS. MM BAMBANG H, AP. MM"
1035,"DR. HILARIUS DUHA, SH.,MH",SOZANOLO NDRURU,"info pasangan calon DR. HILARIUS DUHA, SH.,MH SOZANOLO NDRURU"
1036,"LIANUS NDRURU, ST.,MM","THOMAS DACHI, SH","info pasangan calon LIANUS NDRURU, ST.,MM THOMAS DACHI, SH"
463,Idealisman Dachi,Siotaraizokho Gaho,info pasangan calon Idealisman Dachi Siotaraizokho Gaho
838,MARTINUS ZEGA,"WINARSO HULU, SE","info pasangan calon MARTINUS ZEGA WINARSO HULU, SE"
839,EDWARD ZEGA,"YOSTINUS HULU, SE","info pasangan calon EDWARD ZEGA YOSTINUS HULU, SE"
844,"MARSELINUS INGATI NAZARA, A.Md","HAOGOSOCHI HULU, SE, MM","info pasangan calon MARSELINUS INGATI NAZARA, A.Md HAOGOSOCHI HULU, SE, MM"
474,"MASHUR, MA",SELUTAN TADEM,"info pasangan calon MASHUR, MA SELUTAN TADEM"
648,Hj. Asmah Gani,H. Andi Kasim,info pasangan calon Hj. Asmah Gani H. Andi Kasim
635,"H. Basri, S Sos, M. Si","Pdt. Yepta Berto, S. Th","info pasangan calon H. Basri, S Sos, M. Si Pdt. Yepta Berto, S. Th"
638,"Hj. Asmin Laura Hafid, SE, MM","Paridil, SE, ST","info pasangan calon Hj. Asmin Laura Hafid, SE, MM Paridil, SE, ST"
383,AW Nofiadi,AM Ilyas Panji Alam,info pasangan calon AW Nofiadi AM Ilyas Panji Alam
277,H. Sobli Rozali,"Prof. Dr. Taufik Toha, DEA","info pasangan calon H. Sobli Rozali Prof. Dr. Taufik Toha, DEA"
993,H. Helmi Yahya,H. Muchendi Mahzareki SE,info pasangan calon H. Helmi Yahya H. Muchendi Mahzareki SE
988,Kuryana Aziz,Johan Anuar,info pasangan calon Kuryana Aziz Johan Anuar
466,Hj. Percha Leanpuri,M. Nasir Agun,info pasangan calon Hj. Percha Leanpuri M. Nasir Agun
788,"H.A. WAHAB NAWAWI, S.Sos, MM","dr. Hj. HERAWATI GATOT, S.pM","info pasangan calon H.A. WAHAB NAWAWI, S.Sos, MM dr. Hj. HERAWATI GATOT, S.pM"
796,"POPO ALI. M, B.Commerce","SHOLEHIEN ABUASIR, S.P, M.Si","info pasangan calon POPO ALI. M, B.Commerce SHOLEHIEN ABUASIR, S.P, M.Si"
1231,"JUANDA, SE., MM","Ir. H. DIDI APRIADI, M. Ak","info pasangan calon JUANDA, SE., MM Ir. H. DIDI APRIADI, M. Ak"
518,"EDWAR JAYA, SH","H. SUGENG SUPRIYANTO, SP, MM","info pasangan calon EDWAR JAYA, SH H. SUGENG SUPRIYANTO, SP, MM"
782,H. M. KHOLID MD,"FERY ANTONI, SE","info pasangan calon H. M. KHOLID MD FERY ANTONI, SE"
306,"Drs. H. Indartato, MM",Drs. H. Yudi Sumbogo,"info pasangan calon Drs. H. Indartato, MM Drs. H. Yudi Sumbogo"
1237,"Drs. BAMBANG SUSANTO, S.Pd, SE, MM","Hj. SRI RETNO DHEWANTI, A.Md","info pasangan calon Drs. BAMBANG SUSANTO, S.Pd, SE, MM Hj. SRI RETNO DHEWANTI, A.Md"
776,ALFIKRI MUKHLIS,YULIUS DANIL,info pasangan calon ALFIKRI MUKHLIS YULIUS DANIL
916,Drs. H. ALI MUKHNI,"SUHATRI BUR, SE, MM","info pasangan calon Drs. H. ALI MUKHNI SUHATRI BUR, SE, MM"
833,Mulyadi Panigoro,Sarwan La Duhu,info pasangan calon Mulyadi Panigoro Sarwan La Duhu
836,"Syarif Mbuinga, S.Pd., SE, MM",Drs. Amin Haras,"info pasangan calon Syarif Mbuinga, S.Pd., SE, MM Drs. Amin Haras"
15,"Ir. August P. Tumanggor, MT","H. Abdul Kadir Angkat, SH","info pasangan calon Ir. August P. Tumanggor, MT H. Abdul Kadir Angkat, SH"
1089,"Remigo Yolando Berutu, MBA",Ir. H. MAJU ILYAS PADANG,"info pasangan calon Remigo Yolando Berutu, MBA Ir. H. MAJU ILYAS PADANG"
1091,Jujur Solin,Citra Boangmanalu,info pasangan calon Jujur Solin Citra Boangmanalu
304,HJ. RATU SITI ROMLAH,YAN RIADI,info pasangan calon HJ. RATU SITI ROMLAH YAN RIADI
1136,"TUGIMAN, ST. M.PD",DRS SUDIRMAN,"info pasangan calon TUGIMAN, ST. M.PD DRS SUDIRMAN"
525,"DR.HC H. AHMAD HIJAZI, SH. MSI","IQBAL BASTARI, S.PD, MM","info pasangan calon DR.HC H. AHMAD HIJAZI, SH. MSI IQBAL BASTARI, S.PD, MM"
526,"DRS. SYAMSUL EFFENDI, MM","ADNAN, S.SOS","info pasangan calon DRS. SYAMSUL EFFENDI, MM ADNAN, S.SOS"
1127,"FATROLAZI, SE",DRA. H. NURUL KHAIRIYAH,"info pasangan calon FATROLAZI, SE DRA. H. NURUL KHAIRIYAH"
762,H. ABDUL HAFIDZ,"BAYU ANDRIYANTO, S.E.","info pasangan calon H. ABDUL HAFIDZ BAYU ANDRIYANTO, S.E."
792,"H. SUNARTO, S.Hut","KUNTUM KHAIRU BASA, SEI","info pasangan calon H. SUNARTO, S.Hut KUNTUM KHAIRU BASA, SEI"
780,"H. HAMZAH FATONI, S.H.,M.Kn","RIDWAN, S.H.,M.H","info pasangan calon H. HAMZAH FATONI, S.H.,M.Kn RIDWAN, S.H.,M.H"
894,"IR. THOBIAS ULY, M.SI","Jusuf Domingus Lado, SE., MM","info pasangan calon IR. THOBIAS ULY, M.SI Jusuf Domingus Lado, SE., MM"
29,Ir. MARTEN L. DIRA TOME,"Drs. NIKODEMUS N. RIHI HEKE, M.Si","info pasangan calon Ir. MARTEN L. DIRA TOME Drs. NIKODEMUS N. RIHI HEKE, M.Si"
31,"KIRENIUSN BULI, BA. SH","YUSUF A. ALBONEH, SH","info pasangan calon KIRENIUSN BULI, BA. SH YUSUF A. ALBONEH, SH"
783,"H. Atbah Romin Suhaili, Lc","Hj. Hairiah, S.H., M.H.","info pasangan calon H. Atbah Romin Suhaili, Lc Hj. Hairiah, S.H., M.H."
785,"dr. Hj. Juliarti Djuhardi Alwi, MPH.","Ir. H. Hasanusi, M.M.","info pasangan calon dr. Hj. Juliarti Djuhardi Alwi, MPH. Ir. H. Hasanusi, M.M."
283,"Tonny Kurniadi, St, Msi","Hj. Eka Nurhayati, SE","info pasangan calon Tonny Kurniadi, St, Msi Hj. Eka Nurhayati, SE"
435,"Drs.Raun Sitanggang,MM",Ir. Pardamen Gultom,"info pasangan calon Drs.Raun Sitanggang,MM Ir. Pardamen Gultom"
538,"Drs. Rapidin Simbolon, MM",Ir. Juang Sinaga,"info pasangan calon Drs. Rapidin Simbolon, MM Ir. Juang Sinaga"
1020,Ir. Hatorangan Simarmata,"Oloan Simbolon, ST","info pasangan calon Ir. Hatorangan Simarmata Oloan Simbolon, ST"
1021,Ir. Alusdin Sinaga,"Ober Sihol P. Sagala,SE,MM","info pasangan calon Ir. Alusdin Sinaga Ober Sihol P. Sagala,SE,MM"
459,"Rupinus, SH., M.Si.","Aloysius, SH., M.Si","info pasangan calon Rupinus, SH., M.Si. Aloysius, SH., M.Si"
789,"Simson, S.Km., M.Kes.","Drs. Paulus Subarno, M.Si.","info pasangan calon Simson, S.Km., M.Kes. Drs. Paulus Subarno, M.Si."
471,"H. Pensong, SE.,M.Si.",Cristian Amon,"info pasangan calon H. Pensong, SE.,M.Si. Cristian Amon"
528,Salehan,Evan Efrianto,info pasangan calon Salehan Evan Efrianto
1193,Herwan Efendi,"Wandi, S.Sos","info pasangan calon Herwan Efendi Wandi, S.Sos"
1194,"Mufran Imron, SE",Drs. Gustianto,"info pasangan calon Mufran Imron, SE Drs. Gustianto"
139,"Hj. Rosnaini Abidin, S.Sos","Yuliswan, S.H., M.H","info pasangan calon Hj. Rosnaini Abidin, S.Sos Yuliswan, S.H., M.H"
527,"H. Bundra Jaya, S.H., M.H","Drs. Suparto, M.Si","info pasangan calon H. Bundra Jaya, S.H., M.H Drs. Suparto, M.Si"
1129,NUR JATMIKO,"MAS'UD RIDWAN, SE","info pasangan calon NUR JATMIKO MAS'UD RIDWAN, SE"
1131,"dr. H.MUNDJIRIN ENGKUN SUPARMADIREDJO,Sp.OG","NGESTI NUGRAHA, SH","info pasangan calon dr. H.MUNDJIRIN ENGKUN SUPARMADIREDJO,Sp.OG NGESTI NUGRAHA, SH"
1111,Siti U Suruwaky,Syarifudin Goo,info pasangan calon Siti U Suruwaky Syarifudin Goo
453,Mukti Keliobas,Fahry Alkatiri,info pasangan calon Mukti Keliobas Fahry Alkatiri
1184,"Ahmad Syarif Madzkrullah, SH",Aef Saefullah,"info pasangan calon Ahmad Syarif Madzkrullah, SH Aef Saefullah"
713,"Hj. RATU TATU CHASANAH, SE, M. Ak","DRS. H.PANDJI TIRTAYASA, M. SI","info pasangan calon Hj. RATU TATU CHASANAH, SE, M. Ak DRS. H.PANDJI TIRTAYASA, M. SI"
352,Ir. H Soekirman,Darma Wijaya,info pasangan calon Ir. H Soekirman Darma Wijaya
680,"Drs. INDRA SYAHRIN, M.Si","SAFRUL HAYADI, SH","info pasangan calon Drs. INDRA SYAHRIN, M.Si SAFRUL HAYADI, SH"
346,"Syahrianto, SH",dr. M. Riski Ramadhan Hasibuan,"info pasangan calon Syahrianto, SH dr. M. Riski Ramadhan Hasibuan"
350,"Drs. H. Abdul Rahim, M.M, MSi",H. Ali Muhammad Madhy,"info pasangan calon Drs. H. Abdul Rahim, M.M, MSi H. Ali Muhammad Madhy"
443,H. UTSMAN IKHSAN,"IDA ASTUTI, S.H.","info pasangan calon H. UTSMAN IKHSAN IDA ASTUTI, S.H."
406,"H. MG. HADI SUTJIPTO, S.H., M.M.","H. ABDUL KOLIK, S.E.","info pasangan calon H. MG. HADI SUTJIPTO, S.H., M.M. H. ABDUL KOLIK, S.E."
433,"H. SAIFUL ILAH, S.H, M.Hum.","H. NUR AHMAD SYAIFUDDIN, S.H.","info pasangan calon H. SAIFUL ILAH, S.H, M.Hum. H. NUR AHMAD SYAIFUDDIN, S.H."
626,"WARIH ANDONO, S.H.","H. IMAM SUGIRI, ST, MM","info pasangan calon WARIH ANDONO, S.H. H. IMAM SUGIRI, ST, MM"
1049,"Drs. HUSEN HABIBU, M.Hi","Drs. ENOS PASAUA, M.M","info pasangan calon Drs. HUSEN HABIBU, M.Hi Drs. ENOS PASAUA, M.M"
1236,"H. MOHAMAD AGUS RAHMAT, S.P., MES",WARDHA,"info pasangan calon H. MOHAMAD AGUS RAHMAT, S.P., MES WARDHA"
1046,"NURZAIN DJAELANGKARA, S.H","AJUB WILLEM DARAWIA, S.T., M.T","info pasangan calon NURZAIN DJAELANGKARA, S.H AJUB WILLEM DARAWIA, S.T., M.T"
1048,"MOHAMAD IRWAN, S.Sos., M.Si","PAULINA, S.E., M.Si","info pasangan calon MOHAMAD IRWAN, S.Sos., M.Si PAULINA, S.E., M.Si"
896,"Drs. Muchlis Anwar, MSM","Maiyetrinaldi, S. IP","info pasangan calon Drs. Muchlis Anwar, MSM Maiyetrinaldi, S. IP"
898,Drs. H. Yuswir Arifin Datuak,"H. Arrival Boy, SH","info pasangan calon Drs. H. Yuswir Arifin Datuak H. Arrival Boy, SH"
900,"Ashelfine, SH, MH",H. Alpian Kasir,"info pasangan calon Ashelfine, SH, MH H. Alpian Kasir"
128,"EVRA SASSKY DAMANIK, S.Sos",SUGITO,"info pasangan calon EVRA SASSKY DAMANIK, S.Sos SUGITO"
1203,"Hj.NURIATY DAMANIK, SH",POSMAN PARLINDUNGAN SIMARMATA,"info pasangan calon Hj.NURIATY DAMANIK, SH POSMAN PARLINDUNGAN SIMARMATA"
1204,"TUMPAK SIREGAR, SH","IRWANSYAH DAMANIK, SE","info pasangan calon TUMPAK SIREGAR, SH IRWANSYAH DAMANIK, SE"
566,"Dr. Jopinus Ramli Saragih, SH, MM","Ir. Amran Sinaga, M.Si","info pasangan calon Dr. Jopinus Ramli Saragih, SH, MM Ir. Amran Sinaga, M.Si"
888,"Agrianus, S.Sos, M.Si",Muhammad Chomain Wahab,"info pasangan calon Agrianus, S.Sos, M.Si Muhammad Chomain Wahab"
892,"dr. Jarot Winarno, M.Med.PH","Drs. Askiman, MM","info pasangan calon dr. Jarot Winarno, M.Med.PH Drs. Askiman, MM"
472,"Drs. Ignasius Juan, MM","Drs.H. Senen Maryono, M.Si","info pasangan calon Drs. Ignasius Juan, MM Drs.H. Senen Maryono, M.Si"
759,"H. Dadang Wigiarto, SH","Ir. H. Yoyok Mulyadi, M.Si.","info pasangan calon H. Dadang Wigiarto, SH Ir. H. Yoyok Mulyadi, M.Si."
456,R. Abdullah Faqih Ghufron,H. Untung,info pasangan calon R. Abdullah Faqih Ghufron H. Untung
756,"KH. Abd. Hamid Wahid, M.Ag.","KH. Ach. Fadil Muzakki Syah, S.Pd.I","info pasangan calon KH. Abd. Hamid Wahid, M.Ag. KH. Ach. Fadil Muzakki Syah, S.Pd.I"
416,Yuni Satya Rahayu,Danang Wicaksana Sulistya,info pasangan calon Yuni Satya Rahayu Danang Wicaksana Sulistya
968,"Drs. Sri Purnomo, M.Si","Sri Muslimatun, M. Kes","info pasangan calon Drs. Sri Purnomo, M.Si Sri Muslimatun, M. Kes"
614,"Drs. H. DESRA EDIWAN ANANTANUR, MM","BACHTUL, ST","info pasangan calon Drs. H. DESRA EDIWAN ANANTANUR, MM BACHTUL, ST"
1121,"Agus Syahdeman, S.H.",Drs. Wahidup,"info pasangan calon Agus Syahdeman, S.H. Drs. Wahidup"
1039,"Drs. BERNADUS ALKHATIB IMBURI, M.Si","Dr. Drs. PAULUS YERMIAS INDUBRI, MM","info pasangan calon Drs. BERNADUS ALKHATIB IMBURI, M.Si Dr. Drs. PAULUS YERMIAS INDUBRI, MM"
1040,"Ir. HENDRIK SYAKE MAMBOR, MM",ADOLF VICTOR BETAY,"info pasangan calon Ir. HENDRIK SYAKE MAMBOR, MM ADOLF VICTOR BETAY"
337,Ir. DARWIN SIAGIAN,"Ir. HULMAN SITORUS, MMA","info pasangan calon Ir. DARWIN SIAGIAN Ir. HULMAN SITORUS, MMA"
728,"Ir. POLTAK SITORUS, M.Sc","ROBINSON TAMPUBOLON, SH","info pasangan calon Ir. POLTAK SITORUS, M.Sc ROBINSON TAMPUBOLON, SH"
1058,"BASRIN MOHAMMAD, SE.,M.Si","BAHRUN S. MARDANI, S.Sos","info pasangan calon BASRIN MOHAMMAD, SE.,M.Si BAHRUN S. MARDANI, S.Sos"
1063,Ir. SAMSULFIQAR TANJUMBULU,"MA'RUF ANSYAR, SH","info pasangan calon Ir. SAMSULFIQAR TANJUMBULU MA'RUF ANSYAR, SH"
1067,"MUHAMMAD SYARIF AL DJUFRY, SP","Dra. FATIMAH Hi. MOH. AMIN LASAWEDI, M.Si","info pasangan calon MUHAMMAD SYARIF AL DJUFRY, SP Dra. FATIMAH Hi. MOH. AMIN LASAWEDI, M.Si"
1069,"MOHAMMAD LAHAY, SE",ADMIN LASIMPALA,"info pasangan calon MOHAMMAD LAHAY, SE ADMIN LASIMPALA"
1071,"MAHMUD LAHAY, SE.,M.Si",LUCKY LASAHIDO,"info pasangan calon MAHMUD LAHAY, SE.,M.Si LUCKY LASAHIDO"
1081,AMRAN Hi. YAHYA,Drs. H. ZAINAL M. DAUD,info pasangan calon AMRAN Hi. YAHYA Drs. H. ZAINAL M. DAUD
1083,"H. MOH. SALEH BANTILAN, SH, MH",H. ABDUL RAHMAN HB,"info pasangan calon H. MOH. SALEH BANTILAN, SH, MH H. ABDUL RAHMAN HB"
1085,"H. ISKANDAR A. NASIR, SH, MM","Ir. H. NURDIN HK, SE, MM","info pasangan calon H. ISKANDAR A. NASIR, SH, MM Ir. H. NURDIN HK, SE, MM"
1087,"H. AZIZ BESTARI, ST. MM",Drs. SARPAN M. SAID,"info pasangan calon H. AZIZ BESTARI, ST. MM Drs. SARPAN M. SAID"
632,"DR. KALATIKU PAEMBONAN, M.Si.","YOSIA RINTO KADANG, ST.","info pasangan calon DR. KALATIKU PAEMBONAN, M.Si. YOSIA RINTO KADANG, ST."
706,"Drs. FREDERIK BATTI SORRING, S.Sos., MM.","FREDERIK BUNTANG ROMBELAYUK, S.Pd.","info pasangan calon Drs. FREDERIK BATTI SORRING, S.Sos., MM. FREDERIK BUNTANG ROMBELAYUK, S.Pd."
376,"Dr. Emil Elestianto, M.Sc",Mochamad Nur Arifin,"info pasangan calon Dr. Emil Elestianto, M.Sc Mochamad Nur Arifin"
214,"Kholiq, SH, M.Si","Priyo Handoko, SH","info pasangan calon Kholiq, SH, M.Si Priyo Handoko, SH"
656,H. FATHUL HUDA,"Ir. H. NOOR NAHAR HUSSEIN, M.Si","info pasangan calon H. FATHUL HUDA Ir. H. NOOR NAHAR HUSSEIN, M.Si"
605,"ZAKKY MAHBUB, S.H.I",Dra. DWI SUSIANTIN BUDIARTI,"info pasangan calon ZAKKY MAHBUB, S.H.I Dra. DWI SUSIANTIN BUDIARTI"
353,"H. Arhawi, SE","Ilmiati Daud, SE, M.Si","info pasangan calon H. Arhawi, SE Ilmiati Daud, SE, M.Si"
564,"Haliana, SE","Muhammad Syahwal, ST","info pasangan calon Haliana, SE Muhammad Syahwal, ST"
979,"OLLEN OSTAL DAIMBOA, S.Pd, MM","Drs. ZETH TANATI, MM","info pasangan calon OLLEN OSTAL DAIMBOA, S.Pd, MM Drs. ZETH TANATI, MM"
980,"YERMIAS BISAI, SH","HENDRIK WONATOREI, S.Sos","info pasangan calon YERMIAS BISAI, SH HENDRIK WONATOREI, S.Sos"
975,"PENEHAS HUGO TEBAI, S.Th","YANCE WUTOY, S.Th","info pasangan calon PENEHAS HUGO TEBAI, S.Th YANCE WUTOY, S.Th"
432,"Dr. Drs.Yesaya Buinei, MM","Ever Mudumi, S.Sos","info pasangan calon Dr. Drs.Yesaya Buinei, MM Ever Mudumi, S.Sos"
977,"YULIANA SEPHIA BORAY, S.Sos, MPH",YOSEPUS RUATAKUREI,"info pasangan calon YULIANA SEPHIA BORAY, S.Sos, MPH YOSEPUS RUATAKUREI"
572,"H. Raden Adipati Surya, SH., MM","DR. Drs. H. Edward Antony, MM","info pasangan calon H. Raden Adipati Surya, SH., MM DR. Drs. H. Edward Antony, MM"
603,"H. Bustami Zainudin, S.Pd., MH",Adinata,"info pasangan calon H. Bustami Zainudin, S.Pd., MH Adinata"
365,Joko Sutopo,"Edy Santosa, SH","info pasangan calon Joko Sutopo Edy Santosa, SH"
846,"Drs. H. Hamid Noor Yasin, MM","Wawan Setya Nugraha, S.Sos","info pasangan calon Drs. H. Hamid Noor Yasin, MM Wawan Setya Nugraha, S.Sos"
1122,"H. Gusmal, S.E, M.M","Yulfadri Nurdin, S.H","info pasangan calon H. Gusmal, S.E, M.M Yulfadri Nurdin, S.H"
891,H. KHAIRUNAS,"EDI SUSANTO, SE","info pasangan calon H. KHAIRUNAS EDI SUSANTO, SE"
293,MUZNI ZAKARIA,ABDUL RAHMAN,info pasangan calon MUZNI ZAKARIA ABDUL RAHMAN
657,Lutfi Halide,Andi Zulkarnaen Soetomo,info pasangan calon Lutfi Halide Andi Zulkarnaen Soetomo
248,Andi Kaswadi Razak,Supriansa,info pasangan calon Andi Kaswadi Razak Supriansa
1115,"Dortheis Sesa, S.E","Lukman Kasop, S.Sos","info pasangan calon Dortheis Sesa, S.E Lukman Kasop, S.Sos"
491,"SAMSUDIN ANGGILULI, S.E",Drs. MARTHINUS SALAMUK,"info pasangan calon SAMSUDIN ANGGILULI, S.E Drs. MARTHINUS SALAMUK"
232,dr. KUSDINAR UNTUNG YUNI SUKOWATI,DEDY ENDRIYATNO,info pasangan calon dr. KUSDINAR UNTUNG YUNI SUKOWATI DEDY ENDRIYATNO
347,H. SUGIYAMTO SH. MH,Drs. H. JOKO SAPTONO M.Si,info pasangan calon H. SUGIYAMTO SH. MH Drs. H. JOKO SAPTONO M.Si
622,IR. JAKA SUMANTA SE,SURO JOGO PBSH,info pasangan calon IR. JAKA SUMANTA SE SURO JOGO PBSH
641,AGUS FATCHUR RAHMAN SH. MH,"DJOKO SUPRAPTO, SE. MM","info pasangan calon AGUS FATCHUR RAHMAN SH. MH DJOKO SUPRAPTO, SE. MM"
612,"AKHMAD JAJULI, M.Pd.","IMAN ADINUGRAHA, SE, Akt.","info pasangan calon AKHMAD JAJULI, M.Pd. IMAN ADINUGRAHA, SE, Akt."
1197,"Drs. H. MARWAN HAMAMI, MM","DRS. H. ADJO SARDJONO, MM","info pasangan calon Drs. H. MARWAN HAMAMI, MM DRS. H. ADJO SARDJONO, MM"
595,TOTONG SUPARMAN,H. M. A. MURTHADO TAFRIHAN,info pasangan calon TOTONG SUPARMAN H. M. A. MURTHADO TAFRIHAN
702,"H. NURDIN, SH, MM","ANIS MUDHAKIR, S.IP","info pasangan calon H. NURDIN, SH, MM ANIS MUDHAKIR, S.IP"
596,"H. WARDOYO WIJAYA, SH, MH","PURWADI, SE, MM","info pasangan calon H. WARDOYO WIJAYA, SH, MH PURWADI, SE, MM"
1107,"Umbu Samapati, SH","Daniel Umbu, Dandar, SH.","info pasangan calon Umbu Samapati, SH Daniel Umbu, Dandar, SH."
1108,Drs. Agustinus Niga Dapawole,"Marten Ngailu Toni, SP.","info pasangan calon Drs. Agustinus Niga Dapawole Marten Ngailu Toni, SP."
201,"YOHANES DEDE, SH","DOMINIKUS BULU DAPA, A.Md","info pasangan calon YOHANES DEDE, SH DOMINIKUS BULU DAPA, A.Md"
202,"REKO DETA, S.Pem","YOHANES UMBU D KARIAM, S.H","info pasangan calon REKO DETA, S.Pem YOHANES UMBU D KARIAM, S.H"
1209,"KEDU LERE, SH",ALEXCANDER REDAMATA DAPAWOLE,"info pasangan calon KEDU LERE, SH ALEXCANDER REDAMATA DAPAWOLE"
1210,"Drs. Julianus Pote Leba, M.Si","Drs. Eduard Gana, M.Si","info pasangan calon Drs. Julianus Pote Leba, M.Si Drs. Eduard Gana, M.Si"
860,"Drs. GIDION MBILIJORA, M.Si","UMBU LILI PEKUWALI, ST., MT","info pasangan calon Drs. GIDION MBILIJORA, M.Si UMBU LILI PEKUWALI, ST., MT"
864,"dr. MATIUS KITU, Sp.B","Pdt. ABRAHAM LITINAU, S.Th","info pasangan calon dr. MATIUS KITU, Sp.B Pdt. ABRAHAM LITINAU, S.Th"
302,"H. M. HUSNI DJIBRIL, B.SC",Drs. H.MAHMUD ABDULLAH,"info pasangan calon H. M. HUSNI DJIBRIL, B.SC Drs. H.MAHMUD ABDULLAH"
1239,"JACK MORSA H. ABDULLAH, S.ADM","H. IRWAN RAHADI, ST","info pasangan calon JACK MORSA H. ABDULLAH, S.ADM H. IRWAN RAHADI, ST"
203,"H. ASAAT ABDULLAH, ST","CHANDRA WIJAYA RAYES, ST","info pasangan calon H. ASAAT ABDULLAH, ST CHANDRA WIJAYA RAYES, ST"
379,"DR. IR. W. MUSYAFIRIN, MM","FUD SYAIFUDDIN, ST","info pasangan calon DR. IR. W. MUSYAFIRIN, MM FUD SYAIFUDDIN, ST"
303,DRS. H. MALA RAHMAN,"IWAN PANJIDINATA, SE","info pasangan calon DRS. H. MALA RAHMAN IWAN PANJIDINATA, SE"
581,DRS. HM. NUR YASIN,MASRA JAYADI,info pasangan calon DRS. HM. NUR YASIN MASRA JAYADI
731,"IBNU SINA, S.Pi",HERMANSYAH,"info pasangan calon IBNU SINA, S.Pi HERMANSYAH"
734,ZULFADLI GAZALI,ZAINUDDIN DJAHRI,info pasangan calon ZULFADLI GAZALI ZAINUDDIN DJAHRI
