id,nama_calon,nama_wakil_calon,qwords
830,"H. Muhammad Rudi,SE., MM","Amsakar Ahmad, S.Sos., M.Si","info pasangan calon H. Muhammad Rudi,SE., MM Amsakar Ahmad, S.Sos., M.Si"
442,"Ir. H. Ria Saptarika, M.Eng","Ir. H. Sulistyana, MT","info pasangan calon Ir. H. Ria Saptarika, M.Eng Ir. H. Sulistyana, MT"
515,H. Saleh Bangun,H. Dani Setiawan,info pasangan calon H. Saleh Bangun H. Dani Setiawan
516,"H. M. Idaham, SH., M.Si",Timbas Tarigan,"info pasangan calon H. M. Idaham, SH., M.Si Timbas Tarigan"
712,"Juliadi S.Pd, MM","Drs. Muhammad Tulen, M.AP","info pasangan calon Juliadi S.Pd, MM Drs. Muhammad Tulen, M.AP"
395,"MAXIMILIAAN JONAS LOMBAN., S.E, M.Si.",Ir. MAURITS MANTIRI,"info pasangan calon MAXIMILIAAN JONAS LOMBAN., S.E, M.Si. Ir. MAURITS MANTIRI"
560,"HENGKY HONANDAR, S.E.","FABIAN KALOH, S.I.P., M.Si.","info pasangan calon HENGKY HONANDAR, S.E. FABIAN KALOH, S.I.P., M.Si."
235,STEFANUS BONIFASIUS PASUMA,MARIO REVELINO KARUNDENG,info pasangan calon STEFANUS BONIFASIUS PASUMA MARIO REVELINO KARUNDENG
408,"ARYANTHI BARAMULI PUTRI, S.H., M.H.","SANTY GERALD LUNTUNGAN, S.T.","info pasangan calon ARYANTHI BARAMULI PUTRI, S.H., M.H. SANTY GERALD LUNTUNGAN, S.T."
155,"MICHAEL REMIZALDY JACOBUS, SH. MH","PAULUS IBRAHIM KUMENTAS, A.Md","info pasangan calon MICHAEL REMIZALDY JACOBUS, SH. MH PAULUS IBRAHIM KUMENTAS, A.Md"
158,"LINNA UTIARACHMAN, S.P.","PETRUS KAREL SINGALE, S.H.","info pasangan calon LINNA UTIARACHMAN, S.P. PETRUS KAREL SINGALE, S.H."
300,MUH. SAMANHUDI ANWAR,"Drs.H. SANTOSO., M.Pd","info pasangan calon MUH. SAMANHUDI ANWAR Drs.H. SANTOSO., M.Pd"
92,MOCHSIN,DWI SUMARDIANTO,info pasangan calon MOCHSIN DWI SUMARDIANTO
710,"dr. Hj. Neni Moerniaeni, Sp. OG",Basri Rase,"info pasangan calon dr. Hj. Neni Moerniaeni, Sp. OG Basri Rase"
697,"Ir. H. Adi Darma, M.Si","H. Isro Umarghani, S.IP","info pasangan calon Ir. H. Adi Darma, M.Si H. Isro Umarghani, S.IP"
904,TASLIM,MARFENDI,info pasangan calon TASLIM MARFENDI
905,"H. ISMET AMZIS, SH","DRS. H. ZULBAHRI MAJID, M.PD","info pasangan calon H. ISMET AMZIS, SH DRS. H. ZULBAHRI MAJID, M.PD"
78,MUHAMMAD RAMLAN NURMATIAS,IRWANDI,info pasangan calon MUHAMMAD RAMLAN NURMATIAS IRWANDI
910,"dr. H. HARMA ZALDI, Sp.B",Ir. Hj. RAHMI BRISMA,"info pasangan calon dr. H. HARMA ZALDI, Sp.B Ir. Hj. RAHMI BRISMA"
912,"H. FEBY Dt. BANGSO NAN PUTIAH, SST. PAR",ZUL IFKAR RAHIM,"info pasangan calon H. FEBY Dt. BANGSO NAN PUTIAH, SST. PAR ZUL IFKAR RAHIM"
391,"Dr. H. TUBAGUS IMAN ARIYADI, M.Si","Drs. H. EDI ARIADI, M.Si","info pasangan calon Dr. H. TUBAGUS IMAN ARIYADI, M.Si Drs. H. EDI ARIADI, M.Si"
37,H. SUDARMANA,"H. MARFI FAHZAN SINUNGAN, SH","info pasangan calon H. SUDARMANA H. MARFI FAHZAN SINUNGAN, SH"
438,"Dr. MOHAMMAD IDRIS, MA",PRADI SUPRIATNA,"info pasangan calon Dr. MOHAMMAD IDRIS, MA PRADI SUPRIATNA"
364,DIMAS OKY NUGROHO,"BABAI SUHAIMI, SE","info pasangan calon DIMAS OKY NUGROHO BABAI SUHAIMI, SE"
215,"Abdul Kasim, SH","Nuraini, SE","info pasangan calon Abdul Kasim, SH Nuraini, SE"
800,"DR. H. Muhammad Ikhsan, S.T, M.Sc","HJ. Yanti Komalasari, SE. MM","info pasangan calon DR. H. Muhammad Ikhsan, S.T, M.Sc HJ. Yanti Komalasari, SE. MM"
805,"dr. H. Agus Widayat, MM","Maman Sufriadi, SH, M.Si","info pasangan calon dr. H. Agus Widayat, MM Maman Sufriadi, SH, M.Si"
87,"AMRIS, S.SY",SAKTI,"info pasangan calon AMRIS, S.SY SAKTI"
700,"Dra. Hj. MAYA ROSIDA, M. M","EKO PRASETYO HERU WIBOWO, S. H","info pasangan calon Dra. Hj. MAYA ROSIDA, M. M EKO PRASETYO HERU WIBOWO, S. H"
174,H. M. SUHARDI,"JOKO WIYONO, SE","info pasangan calon H. M. SUHARDI JOKO WIYONO, SE"
704,"SARIF ABDILLAH, S. Pd. I","H. USUP SUMANANG, S. H., M. M","info pasangan calon SARIF ABDILLAH, S. Pd. I H. USUP SUMANANG, S. H., M. M"
899,"EKO PURNOMO, SE. M.M","Ir. H. AGUS SUBAGIYO, M. Si","info pasangan calon EKO PURNOMO, SE. M.M Ir. H. AGUS SUBAGIYO, M. Si"
580,"ABOCK BUSUP, MA","YULIANUS HELUKA, SH","info pasangan calon ABOCK BUSUP, MA YULIANUS HELUKA, SH"
582,ARKELAS ASSO,"LAPIUS MEREL SOLL, S.IP, M.Si","info pasangan calon ARKELAS ASSO LAPIUS MEREL SOLL, S.IP, M.Si"
1248,David Silak,Septinus Pahabol,info pasangan calon David Silak Septinus Pahabol
631,"LUTER WALILO, S.KEP, MM","BEAI ADOLF, SE","info pasangan calon LUTER WALILO, S.KEP, MM BEAI ADOLF, SE"
576,"DENNY FALUK, SE",YANLI C. KUMAYAS,"info pasangan calon DENNY FALUK, SE YANLI C. KUMAYAS"
637,"ER DABI, S.Sos","LAKIUS PEYON, SST.PAR","info pasangan calon ER DABI, S.Sos LAKIUS PEYON, SST.PAR"
110,H. MUHIDIN,H. GT. FARID HASAN AMAN,info pasangan calon H. MUHIDIN H. GT. FARID HASAN AMAN
315,"H. SAHBIRIN NOOR, S.Sos, MH",Drs.H.RUDY RESNAWAN,"info pasangan calon H. SAHBIRIN NOOR, S.Sos, MH Drs.H.RUDY RESNAWAN"
221,dr. H.M.ZAIRULLAH AZHAR,"DR.H.MUHAMMAD SYAFII, M.Si","info pasangan calon dr. H.M.ZAIRULLAH AZHAR DR.H.MUHAMMAD SYAFII, M.Si"
417,"DR. Ir. Willy Midel Yoseph, MM","Drs. H.M. Wahyudi K. Anwar, MM, MAP","info pasangan calon DR. Ir. Willy Midel Yoseph, MM Drs. H.M. Wahyudi K. Anwar, MM, MAP"
1156,H. Sugianto Sabran,Habib H. Said Ismail,info pasangan calon H. Sugianto Sabran Habib H. Said Ismail
414,"DR. H. Ujang Iskandar, ST, M.Si","H. Jawawi, SP., S.Hut., M.P","info pasangan calon DR. H. Ujang Iskandar, ST, M.Si H. Jawawi, SP., S.Hut., M.P"
305,dr. H. JUSUF SERANG KASIM,"Dr. Drs. MARTHIN BILLA, MM","info pasangan calon dr. H. JUSUF SERANG KASIM Dr. Drs. MARTHIN BILLA, MM"
394,"Dr. Ir. H. IRIANTO LAMBRIE, MM","H. UDIN HIANGGIO, B.Sc","info pasangan calon Dr. Ir. H. IRIANTO LAMBRIE, MM H. UDIN HIANGGIO, B.Sc"
727,Drs. H. Muhammad Sani,"DR. H. Nurdin Basirun S.Sos.,M.Si","info pasangan calon Drs. H. Muhammad Sani DR. H. Nurdin Basirun S.Sos.,M.Si"
413,"DR. HM. Soerya Respationo, SH. MH","Ansar Ahmad, SE. MM","info pasangan calon DR. HM. Soerya Respationo, SH. MH Ansar Ahmad, SE. MM"
671,"H. HERU BAMBANG, SE",SIRAJUDIN,"info pasangan calon H. HERU BAMBANG, SE SIRAJUDIN"
672,"ANDI BURHANUDDIN SOLONG, SE",ABDUL HAKIM RAUF,"info pasangan calon ANDI BURHANUDDIN SOLONG, SE ABDUL HAKIM RAUF"
371,"HM. RIZAL EFFENDI, SE",RAHMAD MAS'UD,"info pasangan calon HM. RIZAL EFFENDI, SE RAHMAD MAS'UD"
216,"H. Tobroni Harun, ST., MM.","Komaru Nizar, S.Ag.","info pasangan calon H. Tobroni Harun, ST., MM. Komaru Nizar, S.Ag."
377,"Drs. Herman HN, MM.","Muhammad Yusuf Kohar, SE., MM.","info pasangan calon Drs. Herman HN, MM. Muhammad Yusuf Kohar, SE., MM."
222,"Muhammad Yunus, SH.",Ahmad Muslimin,"info pasangan calon Muhammad Yunus, SH. Ahmad Muslimin"
770,RUZAIDINNOOR,FITRI ZAMZAM,info pasangan calon RUZAIDINNOOR FITRI ZAMZAM
366,"Joko Triono, SH",Ir. Soegeng Soesanto,"info pasangan calon Joko Triono, SH Ir. Soegeng Soesanto"
100,"Drs. H. NADJMI ADHANI, M.Si",DARMAWAN JAYA SETIAWAN,"info pasangan calon Drs. H. NADJMI ADHANI, M.Si DARMAWAN JAYA SETIAWAN"
39,Rojiansyah,Budiyono,info pasangan calon Rojiansyah Budiyono
610,"Dr. KH. A. Busyro Karim, M.Si",Achmad Fauzi,"info pasangan calon Dr. KH. A. Busyro Karim, M.Si Achmad Fauzi"
995,"Dr. Ir. H. Zainal Abidin, MM, ME","Hj. Dewi Khalifah, SH, MH","info pasangan calon Dr. Ir. H. Zainal Abidin, MM, ME Hj. Dewi Khalifah, SH, MH"
772,"MANDOSIR YUSTINUS, SE, M.Si","HUGO EFRAIM AIBEKOB, A.Md, TS","info pasangan calon MANDOSIR YUSTINUS, SE, M.Si HUGO EFRAIM AIBEKOB, A.Md, TS"
426,"Drs. Jules F. Warikar, MM","Onesias Rumere, S.Sos","info pasangan calon Drs. Jules F. Warikar, MM Onesias Rumere, S.Sos"
431,Drs. Yan Imbab,Dwi Saptawati Trikora Dewi,info pasangan calon Drs. Yan Imbab Dwi Saptawati Trikora Dewi
683,"Ni Putu Eka Wiryastuti, S.Sos",I Komang Gede Sanjaya,"info pasangan calon Ni Putu Eka Wiryastuti, S.Sos I Komang Gede Sanjaya"
696,"I Wayan Sarjana, S.Sos",Ir. Ida Bagus Komang Astawa Merta,"info pasangan calon I Wayan Sarjana, S.Sos Ir. Ida Bagus Komang Astawa Merta"
1217,Tajuddin Noor,Indrajaya,info pasangan calon Tajuddin Noor Indrajaya
948,"Dr. Undunsyah, MH, M.SI",Markus Yungking,"info pasangan calon Dr. Undunsyah, MH, M.SI Markus Yungking"
954,Akhmad Bey Yasin,Abdul Fatah,info pasangan calon Akhmad Bey Yasin Abdul Fatah
719,"dr. Zadrak Tombeg, Sp.A","Dra. Ch. Jeane Tandirerung, MM","info pasangan calon dr. Zadrak Tombeg, Sp.A Dra. Ch. Jeane Tandirerung, MM"
574,"Theofilus Allorerung, SE","Yohanis Lintin Paembongan, S.Th","info pasangan calon Theofilus Allorerung, SE Yohanis Lintin Paembongan, S.Th"
1023,Ir. Nicodemus Biringkanae,"Victor Datuan Batara, SH","info pasangan calon Ir. Nicodemus Biringkanae Victor Datuan Batara, SH"
549,MARDANI H MAMING,H.SUDIAN NOOR,info pasangan calon MARDANI H MAMING H.SUDIAN NOOR
551,ABDUL HAKIM G,GUSTI CHAPIZI,info pasangan calon ABDUL HAKIM G GUSTI CHAPIZI
628,DRS. H . IRDINANSYAH TARMIZI,ZULDAFRI DARMA,info pasangan calon DRS. H . IRDINANSYAH TARMIZI ZULDAFRI DARMA
552,"KOMBES POL (PURN) H. SYAHERDAM, SH","H SULTANI, S.Pt, M.Si","info pasangan calon KOMBES POL (PURN) H. SYAHERDAM, SH H SULTANI, S.Pt, M.Si"
723,IR. H. EDI ARMAN,"TAUFIQ IDRIS, SH","info pasangan calon IR. H. EDI ARMAN TAUFIQ IDRIS, SH"
500,"Drs. H. Anwar Sadat, M.Ag","Suhatmeri, SH","info pasangan calon Drs. H. Anwar Sadat, M.Ag Suhatmeri, SH"
619,Drs. Mukri,"Harnuni, SH","info pasangan calon Drs. Mukri Harnuni, SH"
679,DR.Ir. H.Safrial.MS,Drs.H. Amir Sakib,info pasangan calon DR.Ir. H.Safrial.MS Drs.H. Amir Sakib
498,"H. ROMI HARIYANTO, SE",H. ROBBY NAHLIYANSYAH,"info pasangan calon H. ROMI HARIYANTO, SE H. ROBBY NAHLIYANSYAH"
556,"Hj. DILLAH HIKMAH SARI, ST","GATOT SUMARTO, SH","info pasangan calon Hj. DILLAH HIKMAH SARI, ST GATOT SUMARTO, SH"
396,H.MHD.YUSUF SIREGAR,"H.RUSYDI NASUTION, STP, MM","info pasangan calon H.MHD.YUSUF SIREGAR H.RUSYDI NASUTION, STP, MM"
404,Ir. H.ALDINZ RAPOLO SIREGAR,"BORKAT,S.Sos,MM","info pasangan calon Ir. H.ALDINZ RAPOLO SIREGAR BORKAT,S.Sos,MM"
675,"H.SYAHRUL M. PASARIBU, SH","Ir. H. ASWIN EFENDI SIREGAR, MM","info pasangan calon H.SYAHRUL M. PASARIBU, SH Ir. H. ASWIN EFENDI SIREGAR, MM"
510,"Ir. Petrus Kasihiuw, MT","Matret Kokop, SH","info pasangan calon Ir. Petrus Kasihiuw, MT Matret Kokop, SH"
563,"Agustinus Manibuy,S.Pi.M.Si",Rahman Urbun.S.Ap,"info pasangan calon Agustinus Manibuy,S.Pi.M.Si Rahman Urbun.S.Ap"
714,"Daniel Asmorom, SH, MM",Yohanis Manibuy,"info pasangan calon Daniel Asmorom, SH, MM Yohanis Manibuy"
1037,"Drs. ANDARIAS KAYUKATUI, M.Si",Dra. FLORA RUMBEKWAN,"info pasangan calon Drs. ANDARIAS KAYUKATUI, M.Si Dra. FLORA RUMBEKWAN"
659,"JIMMY FEIDIE EMAN, SE. Ak",SYERLY ADELYN SOMPOTAN,"info pasangan calon JIMMY FEIDIE EMAN, SE. Ak SYERLY ADELYN SOMPOTAN"
373,Drs. JOHNY RUNTUWENE,Dra. VONNY JANE PAAT,info pasangan calon Drs. JOHNY RUNTUWENE Dra. VONNY JANE PAAT
739,H. Rusdi Mastura,"H. Ihwan Datu Adam, SE","info pasangan calon H. Rusdi Mastura H. Ihwan Datu Adam, SE"
673,"Drs. H. Longki Djanggola, M.Si","H. Sudarto, SH.,M.Hum","info pasangan calon Drs. H. Longki Djanggola, M.Si H. Sudarto, SH.,M.Hum"
325,"OLLY DONDOKAMBEY, SE",DRS. STEVEN O.E KANDOUW,"info pasangan calon OLLY DONDOKAMBEY, SE DRS. STEVEN O.E KANDOUW"
746,MAYA RUMANTIR,GLENNY KAIRUPAN,info pasangan calon MAYA RUMANTIR GLENNY KAIRUPAN
399,"PROF. DR. H. IRWAN PRAYITNO, PSI, MSC",DRS. H. NASRUL ABIT,"info pasangan calon PROF. DR. H. IRWAN PRAYITNO, PSI, MSC DRS. H. NASRUL ABIT"
877,"DRS. H. MUSLIM KASIM, AK, MM","DR. FAUZI BAHAR, M.SI","info pasangan calon DRS. H. MUSLIM KASIM, AK, MM DR. FAUZI BAHAR, M.SI"
504,"Drs.H. Zulkifli, A.S, M.Si","Eko Suharjo, SE","info pasangan calon Drs.H. Zulkifli, A.S, M.Si Eko Suharjo, SE"
517,Ir. Lakhomizaro Zebua,"Sowa'a Laoli, SE., M.Si","info pasangan calon Ir. Lakhomizaro Zebua Sowa'a Laoli, SE., M.Si"
1002,"Drs. MARTINUS LASE, MSP","Drs. KEMURNIAN ZEBUA, BE","info pasangan calon Drs. MARTINUS LASE, MSP Drs. KEMURNIAN ZEBUA, BE"
802,MOCH HARYANTO,"AGUS SUSATYO, BE, ST, MM","info pasangan calon MOCH HARYANTO AGUS SUSATYO, BE, ST, MM"
804,"Ir. H. SIGIT WIDYONINDITO, MT",Dra. WINDARTI AGUSTINA,"info pasangan calon Ir. H. SIGIT WIDYONINDITO, MT Dra. WINDARTI AGUSTINA"
59,"JOKO PRASETYO, S.Sos, MM",Drs. PRIYO WASPODO,"info pasangan calon JOKO PRASETYO, S.Sos, MM Drs. PRIYO WASPODO"
881,"Dr.HARLEY A.B. MANGINDAAN, SE.MSM",JEMMY ASIKU,"info pasangan calon Dr.HARLEY A.B. MANGINDAAN, SE.MSM JEMMY ASIKU"
884,"DR. Ir. GODBLESS SOFCAR VICKY LUMENTUT, SH.,M.Si",MOR DOMINUS BASTIAAN,"info pasangan calon DR. Ir. GODBLESS SOFCAR VICKY LUMENTUT, SH.,M.Si MOR DOMINUS BASTIAAN"
872,"HANNY JOOST PAJOUW, SE.Ak.ME","GREGORIUS TONNY RAWUNG, SE","info pasangan calon HANNY JOOST PAJOUW, SE.Ak.ME GREGORIUS TONNY RAWUNG, SE"
875,"JIMMY RIMBA ROGI, S.Sos",BOBY DAUD,"info pasangan calon JIMMY RIMBA ROGI, S.Sos BOBY DAUD"
920,"Drs. Ramadhan Pohan, MIS","Dr. Eddie Kusuma, SH, MH","info pasangan calon Drs. Ramadhan Pohan, MIS Dr. Eddie Kusuma, SH, MH"
914,"Drs. Dzulmi Eldin, M.Si.","Ir. Akhyar Nasution, M.Si.","info pasangan calon Drs. Dzulmi Eldin, M.Si. Ir. Akhyar Nasution, M.Si."
590,"H. AHMAD PAIRIN, S. Sos.","H. DJOHAN, S.E., M.M.","info pasangan calon H. AHMAD PAIRIN, S. Sos. H. DJOHAN, S.E., M.M."
577,Drs. H. SUDARSONO,"TAUFIK HIDAYAT, S.Sos., MH","info pasangan calon Drs. H. SUDARSONO TAUFIK HIDAYAT, S.Sos., MH"
344,"H. OKTA NOVANDRA JAYA, S.Sos.","Drs. H. WAHADI, M.M.","info pasangan calon H. OKTA NOVANDRA JAYA, S.Sos. Drs. H. WAHADI, M.M."
244,"Ir. SUPRIADI, M.P.","MEGASARI, S.E., S.Si., Apt., M.M.","info pasangan calon Ir. SUPRIADI, M.P. MEGASARI, S.E., S.Si., Apt., M.M."
587,"Ir. H. ABDUL HAKIM, MM",drh. MUCHLIDO APRILIAST,"info pasangan calon Ir. H. ABDUL HAKIM, MM drh. MUCHLIDO APRILIAST"
745,"HJ. Habsa Yanti Ponulele, ST.,M.Si","Tamrin H. Samauna, S.Sos","info pasangan calon HJ. Habsa Yanti Ponulele, ST.,M.Si Tamrin H. Samauna, S.Sos"
752,"H. Hadianto Rasyid, SE","Hj. Wiwik Jumatul Rofi'ah, S.Ag.,MH","info pasangan calon H. Hadianto Rasyid, SE Hj. Wiwik Jumatul Rofi'ah, S.Ag.,MH"
777,"Drs. Hidayat, M.Si",Sigit Purnomo,"info pasangan calon Drs. Hidayat, M.Si Sigit Purnomo"
687,"Drs. H. Setiyono, M.Si",Raharto Teno Prasetyo,"info pasangan calon Drs. H. Setiyono, M.Si Raharto Teno Prasetyo"
688,"H. Hasani, SH, MH.",Mukhamad Yasin,"info pasangan calon H. Hasani, SH, MH. Mukhamad Yasin"
103,Yus Samsul Hadi Subakir,Agus Wibowo,info pasangan calon Yus Samsul Hadi Subakir Agus Wibowo
924,"Drs. H. ABDUL HAKAN NAJA, M.Si","Dra. NUR CHASANAH, MM","info pasangan calon Drs. H. ABDUL HAKAN NAJA, M.Si Dra. NUR CHASANAH, MM"
927,"H. ACHMAD ALF ARSLAN DJUNAID, SE",H. M. SAELANY MACHFUDZ,"info pasangan calon H. ACHMAD ALF ARSLAN DJUNAID, SE H. M. SAELANY MACHFUDZ"
966,"dr. H. DWI HERI WIBAWA, M.Kes",Ir. H. SUTARIP TULIS WIDODO,"info pasangan calon dr. H. DWI HERI WIBAWA, M.Kes Ir. H. SUTARIP TULIS WIDODO"
167,SUJITO,DJUMADI,info pasangan calon SUJITO DJUMADI
935,"Wesley Silalahi, SH, M.Kn",H. Sailanto,"info pasangan calon Wesley Silalahi, SH, M.Kn H. Sailanto"
286,Hulman Sitorus SE,Hefriansyah Noor,info pasangan calon Hulman Sitorus SE Hefriansyah Noor
287,Teddy Robinson Siahaan,Zaenal Purba,info pasangan calon Teddy Robinson Siahaan Zaenal Purba
668,"H.Syaharie Ja'ang, SH., M.Si.","Ir. H. Nusyirwan Ismail, M.Si.","info pasangan calon H.Syaharie Ja'ang, SH., M.Si. Ir. H. Nusyirwan Ismail, M.Si."
1244,"MUDIYAT NOOR, S.Hut",ISWANDI. SE. MM,"info pasangan calon MUDIYAT NOOR, S.Hut ISWANDI. SE. MM"
332,SIGIT IBNUGROHO SARASPRONO,"R. AGUS SUTYOSO, Ir., M.Si.","info pasangan calon SIGIT IBNUGROHO SARASPRONO R. AGUS SUTYOSO, Ir., M.Si."
703,"H. HENDRAR PRIHADI ALIAS HENDI, S.E., M.M.",Ir. Hj. HEVEARITA GUNARYANTI RAHAYU,"info pasangan calon H. HENDRAR PRIHADI ALIAS HENDI, S.E., M.M. Ir. Hj. HEVEARITA GUNARYANTI RAHAYU"
263,"Drs. H. SOEMARMO HS, M.Si.","H. ZUBER SAFAWI, S.H.I.","info pasangan calon Drs. H. SOEMARMO HS, M.Si. H. ZUBER SAFAWI, S.H.I."
555,M. SYARFI HUTAURUK,EDIPOLO SITANGGANG,info pasangan calon M. SYARFI HUTAURUK EDIPOLO SITANGGANG
705,"MEMORI EVA ULINA PANGGABEAN, SH",JANSUL PERDANA PASARIBU,"info pasangan calon MEMORI EVA ULINA PANGGABEAN, SH JANSUL PERDANA PASARIBU"
1106,"H. Irzal Ilyas Datuk Lawik Basa, MM",H. Alfauzi Bote,"info pasangan calon H. Irzal Ilyas Datuk Lawik Basa, MM H. Alfauzi Bote"
437,"H. Zul Elfian Dt. Tianso SH, M.Si","Reinier Dt. Intan Batuah, ST, MM","info pasangan calon H. Zul Elfian Dt. Tianso SH, M.Si Reinier Dt. Intan Batuah, ST, MM"
871,"H. Ismael Koto, SH","Jon Hendra, SH","info pasangan calon H. Ismael Koto, SH Jon Hendra, SH"
735,H. ASAFRI JAYA BAKRI,H. ZUHELMI,info pasangan calon H. ASAFRI JAYA BAKRI H. ZUHELMI
579,"FERRY SATRIA, ST","BUZARMAN, S.Pd","info pasangan calon FERRY SATRIA, ST BUZARMAN, S.Pd"
372,"HERMAN MUCHTAR, SE, MM","NUZRAN JOHER, S.Ag, M.Si","info pasangan calon HERMAN MUCHTAR, SE, MM NUZRAN JOHER, S.Ag, M.Si"
962,FX. HADI RUDYATMO,"Dr. H. ACHMAD PURNOMO, Apt","info pasangan calon FX. HADI RUDYATMO Dr. H. ACHMAD PURNOMO, Apt"
964,"Drs. ANUNG INDRO SUSANTO, MM",MUHAMMAD FAJRI,"info pasangan calon Drs. ANUNG INDRO SUSANTO, MM MUHAMMAD FAJRI"
744,"Drs.H.ARSID,M.Si","Dr.ELVIER ARIADIANNIE SOEDARTO POETRI,MARS","info pasangan calon Drs.H.ARSID,M.Si Dr.ELVIER ARIADIANNIE SOEDARTO POETRI,MARS"
381,Dr.IKHSAN MODJO,LI CLAUDIA CHANDRA,info pasangan calon Dr.IKHSAN MODJO LI CLAUDIA CHANDRA
370,"HJ.AIRIN RACHMI DIANY,SH.,MH",DRS. H. BENYAMIN DAVNIE,"info pasangan calon HJ.AIRIN RACHMI DIANY,SH.,MH DRS. H. BENYAMIN DAVNIE"
436,"Drs. H. HAMLET SINAMBELA, M.Pd","SURYA DARMA. AR, SH","info pasangan calon Drs. H. HAMLET SINAMBELA, M.Pd SURYA DARMA. AR, SH"
763,"Dr. MILVAN HADI, M.Ked (OG), Sp.OG","TENGKU DIRKHANSYAH ABU SUBHAN ALI, SE.AK","info pasangan calon Dr. MILVAN HADI, M.Ked (OG), Sp.OG TENGKU DIRKHANSYAH ABU SUBHAN ALI, SE.AK"
750,"MHD. SYAHRIAL, SH, MH",Drs. H. ISMAIL,"info pasangan calon MHD. SYAHRIAL, SH, MH Drs. H. ISMAIL"
753,ROLEL HARAHAP,"H. ROMAY NOOR, SE","info pasangan calon ROLEL HARAHAP H. ROMAY NOOR, SE"
492,"Dr. H. Burhan Abdurrahman, SH. MM","H. Abdullah Tahir, SH","info pasangan calon Dr. H. Burhan Abdurrahman, SH. MM H. Abdullah Tahir, SH"
493,Dr. H. Sidik Dero Siokana,H. Djasman Abubakar,info pasangan calon Dr. H. Sidik Dero Siokana H. Djasman Abubakar
354,"DR. H. A. RACHMAN SULAIMAN, SH. MH",ANWAR HASAN,"info pasangan calon DR. H. A. RACHMAN SULAIMAN, SH. MH ANWAR HASAN"
151,DR.SUDJUD SIRADJUDDIN,ARIFIN DJAFAR MSi,info pasangan calon DR.SUDJUD SIRADJUDDIN ARIFIN DJAFAR MSi
1133,Ali Ibrahim,Muhammad Sinaen,info pasangan calon Ali Ibrahim Muhammad Sinaen
1134,Muhammad Hasan Bay,Mochtar Sangaji,info pasangan calon Muhammad Hasan Bay Mochtar Sangaji
62,Drs. HAMID MUHAMMAD,ABDURAHIM SARAHA,info pasangan calon Drs. HAMID MUHAMMAD ABDURAHIM SARAHA
615,"LINNEKE SJERLIE WATOELANGKOW,SSi","FERDINAD MONO TURANG, S.SOS","info pasangan calon LINNEKE SJERLIE WATOELANGKOW,SSi FERDINAD MONO TURANG, S.SOS"
